ConvID,text,ratings
18166,"S:: Hello. R:: Hello, what kind of movies do you like? S:: Futuristic flicks. R:: Oh! Have you seen The Hunger Games (action adventure drama sci-fi thriller) ? S:: Only The Hunger Games: Mockingjay  Part 1 (), and The Hunger Games: Mockingjay  Part 2 (). R:: I find that I like dystopias like The Giver (drama sci-fi) or Metropolis (drama sci-fi) S:: I really do want to see the first ones though. R:: Do you like the tech in futuristic movies like Star Trek (action adventure sci-fi imax) ? S:: Haven't seen those. Are they any good? Who doesn't? R:: They are! The Giver (drama sci-fi) is based on a book I like a lot and Metropolis (drama sci-fi) s is a really old silent movie about class and robots. S:: I will look those up and watch them. R:: Maybe you've seen V for Vendetta () ? S:: Nope. What is it about. R:: It's about a tyrannical government and a man trying to shut it down. Maybe you like futuristic movies with a more positive outlook. S:: I don't mind. It sounds really interesting. R:: I'm trying to think of something you might have seen. Can you give me any more ideas about what you typically watch? S:: The Terminator (action sci-fi thriller) all  of them. R:: Oh! So futuristic action movies. Will Smith was in iRobot - that's closer I mean, I, Robot (action adventure sci-fi thriller) S:: Sound like something I would watch. R:: Or The Matrix (action sci-fi thriller) ? ","{'UiD': 3355, 'qt_movie_mentionned': 7}"
18166,"S:: Hello. R:: Hello, what kind of movies do you like? S:: Futuristic flicks. R:: Oh! Have you seen The Hunger Games (action adventure drama sci-fi thriller) ? S:: Only The Hunger Games: Mockingjay  Part 1 (), and The Hunger Games: Mockingjay  Part 2 (). R:: I find that I like dystopias like The Giver (drama sci-fi) or Metropolis (drama sci-fi) S:: I really do want to see the first ones though. R:: Do you like the tech in futuristic movies like Star Trek (action adventure sci-fi imax) ? S:: Haven't seen those. Are they any good? Who doesn't? R:: They are! The Giver (drama sci-fi) is based on a book I like a lot and Metropolis (drama sci-fi) s is a really old silent movie about class and robots. S:: I will look those up and watch them. R:: Maybe you've seen V for Vendetta () ? S:: Nope. What is it about. R:: It's about a tyrannical government and a man trying to shut it down. Maybe you like futuristic movies with a more positive outlook. S:: I don't mind. It sounds really interesting. R:: I'm trying to think of something you might have seen. Can you give me any more ideas about what you typically watch? S:: The Terminator (action sci-fi thriller) all  of them. R:: Oh! So futuristic action movies. Will Smith was in iRobot - that's closer I mean, I, Robot (action adventure sci-fi thriller) S:: Sound like something I would watch. R:: Or The Matrix (action sci-fi thriller) ? S:: I have also seen Cyborg X (action horror). No but have heard great things about it. R:: I haven't seen it either. But you've seen Terminator Genisys (action adventure sci-fi thriller) ? S:: Yes. It was awesome. Arnold Schwarzenegger and Matt Smith were great. R:: That's great! ","{'UiD': 1946, 'qt_movie_mentionned': 9}"
18170,"S:: hi R:: Hello! What can I do for you today? S:: I like irreverent comedies like Up in Smoke () or Harold & Kumar Go to White Castle (adventure comedy) R:: Comedies are great! Do you like romantic comedies? S:: depends, most of the time no.... R:: What does it depend on? S:: who's in it and how sappy it gets would The Hangover (comedy crime)  count as a romcom? R:: I watched one recently. In my opinion it wasn't to sappy. It was sad a little but in a more realistic way. S:: it involved a marriage R:: I'm not sure. I would have to look it up. S:: I was upset when Allen Arkin died in Little Miss Sunshine (adventure comedy drama) what did you see recently? R:: That did stink. ","{'UiD': 2680, 'qt_movie_mentionned': 3}"
18173,"R:: Hi, what movies do you like? S:: hi I like westerns from Stagecoach (action drama romance western)  to The Hateful Eight (western) or action if you're not a western fan. R:: Have you seen High Noon (drama western)? That one is a classic. S:: yes, it is a classic with very heavy political overtones... R:: Also Butch Cassidy and the Sundance Kid (action western) is very good. S:: haven't seen that one, that's Redford and Newman? R:: 3:10 to Yuma (action crime drama western) is also good, more modern Yes S:: That one I saw, but it's not as good as the original. R:: I agree, It's not. Neither is True Grit (western) but I still recommend it. ","{'UiD': 3442, 'qt_movie_mentionned': 6}"
18193,"R:: Hello! Can I help you find a movie? S:: Hey there, I'm looking for some nature type movies, such as Into the Wild (action adventure drama) ","{'UiD': 1452, 'qt_movie_mentionned': 1}"
18193,"R:: Hello! Can I help you find a movie? S:: Hey there, I'm looking for some nature type movies, such as Into the Wild (action adventure drama) I also really enjoyed Alive (drama) ","{'UiD': 2647, 'qt_movie_mentionned': 2}"
18193,"R:: Hello! Can I help you find a movie? S:: Hey there, I'm looking for some nature type movies, such as Into the Wild (action adventure drama) I also really enjoyed Alive (drama) R:: Have you checked out Touching the Void (adventure documentary)  A journey movie about climbing the andes. S:: It sounds familiar but I never saw that one yet. I saw one about climbing Mount Everest but I forget the name I'll have to check it out ","{'UiD': 233, 'qt_movie_mentionned': 3}"
18203,"R:: Hello S:: Hey there I'm looking for some classic action type movies... maybe something like Beverly Hills Cop (action comedy crime drama) Loved Eddie Murphy in that film R:: That was a great movie, and Eddie is a good actor. Have you seen Die Hard (action crime thriller)  that is a great cop movie as well. S:: I did see that one. I think Bruce Willis is a great actor. The epitome of a strong &quot;macho&quot; type of guy ","{'UiD': 1505, 'qt_movie_mentionned': 2}"
18210,R:: Hello! S:: Hello R:: What type of movies do you like? S:: My favorite movie is Braveheart (action drama war) I like historical based movies the most ,"{'UiD': 1340, 'qt_movie_mentionned': 1}"
18210,"R:: Hello! S:: Hello R:: What type of movies do you like? S:: My favorite movie is Braveheart (action drama war) I like historical based movies the most Like The Patriot (action thriller) R:: Oh good choices! S:: Or The Last of the Mohicans (action romance war western) Another one of my favorites is Saving Private Ryan (action drama war) R:: Have you seen Glory (drama war) ? S:: Yes that's another one of my favorites R:: What about Patton (drama war) ? S:: I saw it once a long time ago, that's a good suggestion. I should watch that one again! ","{'UiD': 5306, 'qt_movie_mentionned': 6}"
18215,"R:: Hi there how can I help you find some movies? S:: Hey, I am looking for a good basketball movie. I really liked Space Jam (adventure animation children comedy fantasy sci-fi) wanted to see more movies with athletes in them. R:: Sure thing, I loved that MIchael Jordan took the time to do a movie. Have you seen Coach Carter (drama) ? That's an inspiring film about a basketball team S:: I haven't seen it, is it a high school basketball team movie? R:: Yes it is, it's about how he instills discipline and tough values to get the team to perform better S:: I think I remember my old gym teacher talk about that movie. ","{'UiD': 246, 'qt_movie_mentionned': 2}"
18243,"R:: Hello! What kind of movies are you interested in? S:: Hi, I'm looking for some silly kids movies. Like Spy Kids (action adventure children comedy) R:: Okay sure! Let me think.. S:: Okay. ","{'UiD': 4303, 'qt_movie_mentionned': 1}"
18254,"S:: Hey, I am looking for a movie with a blonde girl in it. I liked The Mask (action comedy crime fantasy) R:: Good morninh ","{'UiD': 1814, 'qt_movie_mentionned': 1}"
18254,"S:: Hey, I am looking for a movie with a blonde girl in it. I liked The Mask (action comedy crime fantasy) R:: Good morninh ok how about Gentlemen Prefer Blondes (comedy musical romance) or Some Like It Hot (comedy crime) a classic also with Marilyn Monroe S:: I have never seen that. I thought Marilyn Monroe was pretty cool, I will check it out. ","{'UiD': 4865, 'qt_movie_mentionned': 3}"
18258,R:: Hi! What can I recommend for you today? S:: I want to watch a movie like The Social Network (drama) ,"{'UiD': 507, 'qt_movie_mentionned': 1}"
18267,"R:: Hi! How are you? S:: Hello I'd like to watch a romantic comedy R:: nice choice. I love romantic movies. Have you watched The Notebook (drama romance) ? I bet you did. Who didn't? :) S:: Yes it is wonderful R:: Also, i really love A Walk to Remember (drama romance) ! I cried a gallon of tears. Very sad movie. S:: Yeah I liked that too ","{'UiD': 875, 'qt_movie_mentionned': 2}"
18275,R:: hi What kind of movies do you like? I've watched Insidious: Chapter 4 () the other day and it was really good S:: I like movies about families R:: I was scared for days lol disregard that! not afamily movie S:: Definitely R:: One of my most favorite movies is Life as We Know It (comedy romance) . I've watched it million times and i cry everytime i watch it! It's really really good and so touching S:: Oh I haven't seen it I'll watch that ,"{'UiD': 1253, 'qt_movie_mentionned': 1}"
18278,R:: Hello. Are you looking for a movie to watch? S:: Yes I want to watch a good horror movie R:: Do you like older horror movies like The Shining (horror) or newer ones like Jigsaw () S:: I want to watch something new I will watch Jigsaw () I haven't seen it yet ,"{'UiD': 1947, 'qt_movie_mentionned': 1}"
18283,R:: Hello. What type of movie are you looking for?' S:: Hi I am looking for a movie similar to Beauty and the Beast (fantasy romance). R:: so the live one not the animated one correct? S:: Yes correct although I love the Beauty and the Beast ()  too. R:: Beauty and the Beast () is my favorite Disney movie so I would recomend Cinderella (children comedy fantasy musical romance) also. Either the animated one or the live Cinderella (children drama fantasy romance) ,"{'UiD': 5143, 'qt_movie_mentionned': 3}"
18285,R:: Hello S:: Hello. Good Morning. R:: What kind of movies do you like? S:: I like movies that star Liam Neeson. ,"{'UiD': 3093, 'qt_movie_mentionned': 0}"
18287,"R:: Hello what type of movies are you interested in? S:: hello! I like war movies like Apocalypse Now (action drama war) and Saving Private Ryan (action drama war) R:: have you watched Pearl Harbor (action drama romance war) ? S:: yes, found it as bad as the south park guys.  they put a song in Team America: World Police () about how bad it and ben affleck was.  lol or just good action movies with lots of gun play R:: lol ya I did not like it either but thought maybe someone would like it S:: lol, sorry didn't mean to sound rude, but yeah..... ","{'UiD': 1527, 'qt_movie_mentionned': 4}"
18291,R:: hi S:: Hello :) R:: what kind of movies are you looking for today? S:: I need a nice sappy tear jerker! I can only watch The Notebook (drama romance) so many times lol ,"{'UiD': 3368, 'qt_movie_mentionned': 0}"
18306,S:: Hello R:: Hello ,"{'UiD': 4100, 'qt_movie_mentionned': 0}"
18314,"R:: hello. how are you today. S:: hi great thank, you? R:: What can I help you find. what can I help you find. S:: I like action movies like Die Hard (action crime thriller) and Lethal Weapon (action comedy crime drama) R:: did you see Lethal Weapon 2 (action comedy crime drama) There is also a Lethal Weapon 3 (action comedy crime drama) ","{'UiD': 2356, 'qt_movie_mentionned': 4}"
18320,R:: Hello! What kind of movies do you like? S:: HI how are you? R:: Good. You? S:: black panther release 2018 what about you? what os your favorite movie? R:: Haven't seen it but heard it's good. ,"{'UiD': 2680, 'qt_movie_mentionned': 0}"
18333,S:: Hello! How are you? :) R:: I'm good thanks. How are you? What kind of movies do you like? S:: Good thank you. Can you help me find some good Christmas movies to get as gifts. One of my kids birthdays is coming up and he really wants some. R:: I can! I don't think you could go wrong with Elf (children comedy fantasy) or maybe Home Alone (children comedy) . S:: I have seen Home Alone (children comedy) but not Elf (children comedy fantasy) even though I have heard good things about it. We have seen Dr. Seuss' How the Grinch Stole Christmas () and loved it. R:: Elf (children comedy fantasy) is absolutely a great film. S:: We saw commercials about it and he loved the bit about the taxi. R:: If he likes a more animated type movie Dr. Seuss' How the Grinch Stole Christmas () is a good one also. That was a great part! And if you are wanting a little bit of a different one Prancer (children drama fantasy) was always one I liked as a kid. A little sad but good. S:: We've seen that one and he doesn't care about whether it's cartoons or not he says. I haven't seen that. Was it really good. R:: A Christmas Story (children comedy) is a nice classic also. it is pretty good. S:: Another one we saw was called Fred Claus (children comedy fantasy) I think. ,"{'UiD': 43, 'qt_movie_mentionned': 4}"
18333,"S:: Hello! How are you? :) R:: I'm good thanks. How are you? What kind of movies do you like? S:: Good thank you. Can you help me find some good Christmas movies to get as gifts. One of my kids birthdays is coming up and he really wants some. R:: I can! I don't think you could go wrong with Elf (children comedy fantasy) or maybe Home Alone (children comedy) . S:: I have seen Home Alone (children comedy) but not Elf (children comedy fantasy) even though I have heard good things about it. We have seen Dr. Seuss' How the Grinch Stole Christmas () and loved it. R:: Elf (children comedy fantasy) is absolutely a great film. S:: We saw commercials about it and he loved the bit about the taxi. R:: If he likes a more animated type movie Dr. Seuss' How the Grinch Stole Christmas () is a good one also. That was a great part! And if you are wanting a little bit of a different one Prancer (children drama fantasy) was always one I liked as a kid. A little sad but good. S:: We've seen that one and he doesn't care about whether it's cartoons or not he says. I haven't seen that. Was it really good. R:: A Christmas Story (children comedy) is a nice classic also. it is pretty good. S:: Another one we saw was called Fred Claus (children comedy fantasy) I think. R:: I have heard of that, but haven't seen that one. My youngest liked Arthur Christmas (animation children comedy drama) too and was cute. S:: Absolutely loved it. Especially the Secret Service like elves. So do I. It was a good one. R:: Has he seen The Polar Express (adventure animation children fantasy imax) we also enjoy this one with some nice hot chocolate and marshmallows! S:: No he hasn't. I have though. That I have to show him because it was so awesome. R:: Yes it is great! S:: Another one we liked was The Nightmare Before Christmas (animation children fantasy musical). ","{'UiD': 901, 'qt_movie_mentionned': 7}"
18346,"R:: Hello! S:: Hello! R:: I'd love to recommend some movies to you...have you got a preference in genres, or would you like to share some of your favorites with me? S:: Do know of any good Steven Seagal movies? R:: Yeah, I've got a few I could recommend I really liked Above the Law (action crime drama) If you haven't seen it, I would totally recommend it! S:: The only one I've seen is Under Siege (action drama thriller). ","{'UiD': 893, 'qt_movie_mentionned': 1}"
18346,"R:: Hello! S:: Hello! R:: I'd love to recommend some movies to you...have you got a preference in genres, or would you like to share some of your favorites with me? S:: Do know of any good Steven Seagal movies? R:: Yeah, I've got a few I could recommend I really liked Above the Law (action crime drama) If you haven't seen it, I would totally recommend it! S:: The only one I've seen is Under Siege (action drama thriller). R:: Alright, well here are a few more then! Check out Executive Decision (action adventure thriller) ","{'UiD': 612, 'qt_movie_mentionned': 2}"
18346,"R:: Hello! S:: Hello! R:: I'd love to recommend some movies to you...have you got a preference in genres, or would you like to share some of your favorites with me? S:: Do know of any good Steven Seagal movies? R:: Yeah, I've got a few I could recommend I really liked Above the Law (action crime drama) If you haven't seen it, I would totally recommend it! S:: The only one I've seen is Under Siege (action drama thriller). R:: Alright, well here are a few more then! Check out Executive Decision (action adventure thriller) Mercenary for Justice (action) ","{'UiD': 63, 'qt_movie_mentionned': 3}"
18351,"R:: Hello! How are you today? :) S:: I'm great, how are you? Sorry for the delay R:: No worries. I'm doing great thanks for asking. What can I help you with? S:: That's good! You're welcome! I'm looking for a few movies to watch, and I'm not picky on genres. Some favorites of mine are 8 Heads in a Duffel Bag (comedy) Home Alone (children comedy) Mean Girls (comedy) The Green Mile (crime drama) and The Shawshank Redemption (crime drama) R:: All of those are great movies! S:: I'm glad you agree, I tend to think so too! R:: If you like sci fi The Darkest Hour (action horror sci-fi thriller)  and Terminator Genisys (action adventure sci-fi thriller) were both good. S:: Alright, thanks! I haven't heard of The Darkest Hour (action horror sci-fi thriller) or Terminator Genisys (action adventure sci-fi thriller) so I'll look both of them up tonight! R:: For romcoms Monster-in-Law (comedy romance) and Silver Linings Playbook (comedy drama) are good choices. Awesome.I like them a lot. S:: Oh, I've seen Silver Linings Playbook (comedy drama) and forgot about it! What a great film! I'll definitely look into Monster-in-Law (comedy romance) as well, as I may or may not have seen that one (ashton kutcher?) But either way, I love romcoms too! Thank you for all of the wonderful suggestions! :-) ","{'UiD': 2680, 'qt_movie_mentionned': 9}"
18352,"R:: Hello! How's it going today? S:: Great. How are you? R:: I'm doing great as well, thanks! And glad to hear that you are too! I'd love to recommend some films for you. Have you got a preference in genres, or do you want to share some of your favorite movies with me to give me an idea? :) S:: I'm looking for animated movies that you think can keep my toddler's attention. She likes older ones like The Nightmare Before Christmas (animation children fantasy musical) and Toy Story (adventure animation children comedy fantasy) ","{'UiD': 4253, 'qt_movie_mentionned': 2}"
18353,"R:: Hello! How are you? :) S:: I'm good.  How about you? R:: Very good. Thanks for asking. S:: So what was the last movie you saw at a theatre?  Mine was The Revenant (adventure drama) I don't go out to the movies much R:: Mine was Harry Potter and the Half-Blood Prince (adventure fantasy mystery romance imax) S:: Good movie all the Harry Potter movies are, I think. I love old black and white movies, watch a lot of TCM R:: Yes they are. Books weren't bad either. Black and whites were good too. Do you have a favorite genre or movie? S:: I want to see A Quiet Place () R:: I haven't seen that yet myself. S:: Film Noir, movies with Humphrey Bogart, Robert Mitchum I love Robert Ryan, too.  Not great-looking but a great actor R:: Have you seen El Dorado (western) with John Wayne and Robert Mitchum? S:: Oh yes R:: Or Ryan's Daughter (drama romance) and The Story of G.I. Joe (war) ? ","{'UiD': 1206, 'qt_movie_mentionned': 3}"
18353,"R:: Hello! How are you? :) S:: I'm good.  How about you? R:: Very good. Thanks for asking. S:: So what was the last movie you saw at a theatre?  Mine was The Revenant (adventure drama) I don't go out to the movies much R:: Mine was Harry Potter and the Half-Blood Prince (adventure fantasy mystery romance imax) S:: Good movie all the Harry Potter movies are, I think. I love old black and white movies, watch a lot of TCM R:: Yes they are. Books weren't bad either. Black and whites were good too. Do you have a favorite genre or movie? S:: I want to see A Quiet Place () R:: I haven't seen that yet myself. S:: Film Noir, movies with Humphrey Bogart, Robert Mitchum I love Robert Ryan, too.  Not great-looking but a great actor R:: Have you seen El Dorado (western) with John Wayne and Robert Mitchum? S:: Oh yes R:: Or Ryan's Daughter (drama romance) and The Story of G.I. Joe (war) ? S:: Have you seen The Misfits (comedy drama romance western)?  I think it's the best thing Marilyn Monroe did but it was sad R:: Both were good Robert Mitchum movies. Who hasn't? S:: I don't think I've seen The Story of G.I. Joe (war) R:: What about Midway (drama war) ? ","{'UiD': 4555, 'qt_movie_mentionned': 4}"
18353,"R:: Hello! How are you? :) S:: I'm good.  How about you? R:: Very good. Thanks for asking. S:: So what was the last movie you saw at a theatre?  Mine was The Revenant (adventure drama) I don't go out to the movies much R:: Mine was Harry Potter and the Half-Blood Prince (adventure fantasy mystery romance imax) S:: Good movie all the Harry Potter movies are, I think. I love old black and white movies, watch a lot of TCM R:: Yes they are. Books weren't bad either. Black and whites were good too. Do you have a favorite genre or movie? S:: I want to see A Quiet Place () R:: I haven't seen that yet myself. S:: Film Noir, movies with Humphrey Bogart, Robert Mitchum I love Robert Ryan, too.  Not great-looking but a great actor R:: Have you seen El Dorado (western) with John Wayne and Robert Mitchum? S:: Oh yes R:: Or Ryan's Daughter (drama romance) and The Story of G.I. Joe (war) ? S:: Have you seen The Misfits (comedy drama romance western)?  I think it's the best thing Marilyn Monroe did but it was sad R:: Both were good Robert Mitchum movies. Who hasn't? S:: I don't think I've seen The Story of G.I. Joe (war) R:: What about Midway (drama war) ? S:: You should see The Petrified Forest (crime drama romance) if you haven't R:: I haven't. ","{'UiD': 764, 'qt_movie_mentionned': 5}"
18366,"S:: hello can you help me find a movie? R:: Hi, want kind of movie are you looking for? S:: I like Horror. R:: I can recommend Dawn of the Dead (action drama horror) or Return of the Living Dead Part II (comedy horror) they are both good unless you are looking for newer S:: They were both good. Past or present is fine. R:: How about The Revenant (comedy horror) S:: Loved that one. ","{'UiD': 4487, 'qt_movie_mentionned': 3}"
18383,R:: Hello! How are you today? S:: I'm good I want to watch a &quot;chick flick&quot; R:: Have you seen Miss Congeniality (comedy crime)? S:: I haven't great choice though I will watch it R:: It's pretty good. Some areas are funny. S:: I like Titanic (drama romance) R:: Bridesmaids (comedy) is good. S:: I don't like dirty comedies R:: Titanic (drama romance) is awesome. Okay sorry. Someone told me it was good but haven't seen it myself. S:: That's okay ,"{'UiD': 715, 'qt_movie_mentionned': 3}"
18394,"S:: Hey, I'm looking for some dinosaur movies. Can you suggest some? R:: Yes check out Jurassic Park (action adventure sci-fi thriller) ","{'UiD': 5961, 'qt_movie_mentionned': 1}"
18400,S:: HI! Do you know of any good dramas? R:: Yes I like Forrest Gump (comedy drama romance war) S:: I saw that a few times. Don't really care to see it again. Anything else? I likes Beaches (comedy drama musical) R:: You should watch Nebraska (adventure drama) S:: Oh I haven't seen that is it good? R:: It is very good S:: Do you have a couple more in case I don't like that? ,"{'UiD': 4293, 'qt_movie_mentionned': 2}"
18410,"S:: Hi! R:: Hi, what kind of movie are you looking for today? S:: Most any genre will work :-) I can give you some examples if that would help! R:: Ok, I can recommend The Godfather (crime drama) if you are looking for an older film or The Lincoln Lawyer (crime drama thriller) for something newer S:: Those both sound great! I've heard of The Godfather (crime drama) but not The Lincoln Lawyer (crime drama thriller) I'll check them both out! Got a couple more for me? ;) R:: Or even Them () ","{'UiD': 192, 'qt_movie_mentionned': 3}"
18417,R:: Hello S:: Do you know of any buddy cop movies? R:: No what is that ? S:: Where there are two cops that are partners in a comedy. Or any cop comedies at all? I'd like to watch a funny cop movie. R:: I think i know one ,"{'UiD': 5488, 'qt_movie_mentionned': 0}"
18418,"R:: Hi! What kind of movies are you looking for today? S:: I'm looking for some romance movies, or action movies. R:: I know some great romcoms and action movies! S:: Cool what do you know? R:: For romcom we have Monster-in-Law (comedy romance) and Silver Linings Playbook (comedy drama) are both good choices. S:: I've seen both of those. I liked Monster-in-Law (comedy romance) but Not Silver Linings Playbook (comedy drama) R:: Action movies Terminator Genisys (action adventure sci-fi thriller) is good but if you want a hint of comedy in with it then The Spy Next Door (action children comedy) is good. S:: I haven't seen either of those. I'll check them out! ","{'UiD': 2680, 'qt_movie_mentionned': 3}"
18423,"R:: Hello! Can I recommend a movie to you? Just tell me which kind you like S:: I'm leaning towards a documentary. No specific subject, just something interesting! Or even a movie just based on a true story. ","{'UiD': 3085, 'qt_movie_mentionned': 0}"
18435,R:: Hello what kind of movies do you like S:: I'd like to watch a good action movie R:: oh awesome I loved both Red (action comedy) and Red 2 (action comedy crime thriller) S:: Great choices i will watch them R:: also The Hitman's Bodyguard () S:: I haven't seen that i'll check that out ,"{'UiD': 1597, 'qt_movie_mentionned': 3}"
18441,R:: afternoon! S:: Hi R:: what kind of a movie are you looking for today? S:: can you recommend some great kids movies R:: The Princess Bride (action adventure comedy fantasy romance) is a fav and Toy Story (adventure animation children comedy fantasy) S:: loved both ,"{'UiD': 3787, 'qt_movie_mentionned': 2}"
18443,S:: I need a great movie I can watch with my teen. R:: You should watch Boyhood (drama) S:: I think I saw that and didn't like it. Maybe a comedy? R:: You should watch Dumb and Dumber () And also Dumb and Dumber To (comedy) S:: Oh I didn't like that either. I never saw the second one but I don't think I want to ,"{'UiD': 1988, 'qt_movie_mentionned': 3}"
18450,"R:: Hello! What kind of movie can I help you find? You could give me a certain genre or a certain actor/actress S:: Yes , you can help me find movies with tom cruise R:: I sure can. Top Gun (action romance) is one of his best in my opinion. S:: I have seen it it was really good R:: I have not seen it yet, but he also starred in the movie The Mummy (action adventure fantasy horror thriller) S:: Have you seen Mission: Impossible II (action adventure thriller) ? R:: A remake of the orginial S:: Of course but i liked the old ones R:: Yes, as well as Mission: Impossible (action adventure mystery thriller) S:: Thats very good Well have a good day thanks ","{'UiD': 2206, 'qt_movie_mentionned': 3}"
18453,R:: hi S:: hi R:: how's it going today? what kind of a movie are you looking for? S:: I am looking for more musicals R:: The Greatest Showman () just came out S:: loved it R:: and I always liked Showgirls (drama) S:: I also loved Rent (drama musical romance) R:: haven't seen that one. S:: never seen that one actually any others R:: Cry-Baby (comedy musical romance) turns into a musical about half way through if you like John Waters. S:: I loved John Waters Cry-Baby (comedy musical romance) and Hairspray (comedy drama) are awesome ,"{'UiD': 3295, 'qt_movie_mentionned': 5}"
18465,R:: Hello! S:: Hello I'd like to watch a David lynch movie I really like Eraserhead (drama horror) R:: Okay what about Dune (adventure sci-fi) S:: Great I will watch that ,"{'UiD': 6565, 'qt_movie_mentionned': 2}"
18468,R:: Hello! S:: I want to watch a horror movie ,"{'UiD': 1097, 'qt_movie_mentionned': 0}"
